movie,year,imdb,metascore,votes,n_imdb
Finding Nemo,2003,8.10,90,944465,81
The Matrix Reloaded,2003,7.20,62,513383,72
Oldboy,2003,8.40,77,511989,84
X2: X-Men United,2003,7.40,68,509957,74
The Matrix Revolutions,2003,6.80,47,445936,68
Love Actually,2003,7.60,55,432432,76
Mystic River,2003,7.90,84,417378,79
Big Fish,2003,8.00,58,413795,80
Lost in Translation,2003,7.70,89,412435,77
The Last Samurai,2003,7.70,55,398368,77
Terminator 3: Rise of the Machines,2003,6.30,66,376167,63
Bruce Almighty,2003,6.80,46,370215,68
The Italian Job,2003,7.00,68,341303,70
School of Rock,2003,7.10,82,267263,71
Underworld,2003,7.00,42,252162,70
Hulk,2003,5.60,54,250987,56
2 Fast 2 Furious,2003,5.90,38,250036,59
Bad Boys II,2003,6.60,38,230753,66
Elf,2003,7.00,64,228992,70
Identity,2003,7.30,64,226227,73
21 Grams,2003,7.60,70,223742,76
Old School,2003,7.10,54,214729,71
How to Lose a Guy in 10 Days,2003,6.40,45,210020,64
Daredevil,2003,5.30,42,206061,53
Anger Management,2003,6.30,52,202492,63
Master and Commander: The Far Side of the World,2003,7.40,81,201143,74
American Wedding,2003,6.30,43,193935,63
The League of Extraordinary Gentlemen,2003,5.80,30,167563,58
Once Upon a Time in Mexico,2003,6.40,56,153275,64
Final Destination 2,2003,6.20,38,151736,62
Johnny English,2003,6.20,51,147885,62
Cold Mountain,2003,7.20,73,139472,72
Good Bye Lenin!,2003,7.70,68,137485,77
S.W.A.T.,2003,6.00,45,137307,60
Dogville,2003,8.00,60,137299,80
Scary Movie 3,2003,5.50,49,137057,55
Memories of Murder,2003,8.10,82,136938,81
Monster,2003,7.30,74,135694,73
Bad Santa,2003,7.00,70,135124,70
The Texas Chainsaw Massacre,2003,6.20,38,129814,62
Lara Croft Tomb Raider: The Cradle of Life,2003,5.60,43,129668,56
The Recruit,2003,6.60,56,128986,66
Freaky Friday,2003,6.20,70,124670,62
Matchstick Men,2003,7.30,61,123328,73
Charlie's Angels: Full Throttle,2003,4.90,48,120657,49
The Lord of the Rings: The Return of the King,2003,8.90,94,1633335,89
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.00,63,1011721,80
Kill Bill: Vol. 1,2003,8.10,69,994990,81
Finding Nemo,2003,8.10,90,944465,81
The Matrix Reloaded,2003,7.20,62,513383,72
Oldboy,2003,8.40,77,511989,84
X2: X-Men United,2003,7.40,68,509957,74
The Matrix Revolutions,2003,6.80,47,445936,68
Love Actually,2003,7.60,55,432432,76
Mystic River,2003,7.90,84,417378,79
Big Fish,2003,8.00,58,413795,80
Lost in Translation,2003,7.70,89,412435,77
The Last Samurai,2003,7.70,55,398368,77
Terminator 3: Rise of the Machines,2003,6.30,66,376167,63
Bruce Almighty,2003,6.80,46,370215,68
The Italian Job,2003,7.00,68,341303,70
School of Rock,2003,7.10,82,267263,71
Underworld,2003,7.00,42,252162,70
Hulk,2003,5.60,54,250987,56
2 Fast 2 Furious,2003,5.90,38,250036,59
Bad Boys II,2003,6.60,38,230753,66
Elf,2003,7.00,64,228992,70
Identity,2003,7.30,64,226227,73
21 Grams,2003,7.60,70,223742,76
Old School,2003,7.10,54,214729,71
How to Lose a Guy in 10 Days,2003,6.40,45,210020,64
Daredevil,2003,5.30,42,206061,53
Anger Management,2003,6.30,52,202492,63
Master and Commander: The Far Side of the World,2003,7.40,81,201143,74
American Wedding,2003,6.30,43,193935,63
The League of Extraordinary Gentlemen,2003,5.80,30,167563,58
Once Upon a Time in Mexico,2003,6.40,56,153275,64
Final Destination 2,2003,6.20,38,151736,62
Johnny English,2003,6.20,51,147885,62
Cold Mountain,2003,7.20,73,139472,72
Good Bye Lenin!,2003,7.70,68,137485,77
S.W.A.T.,2003,6.00,45,137307,60
Dogville,2003,8.00,60,137299,80
Scary Movie 3,2003,5.50,49,137057,55
Memories of Murder,2003,8.10,82,136938,81
Monster,2003,7.30,74,135694,73
Bad Santa,2003,7.00,70,135124,70
The Texas Chainsaw Massacre,2003,6.20,38,129814,62
Lara Croft Tomb Raider: The Cradle of Life,2003,5.60,43,129668,56
The Recruit,2003,6.60,56,128986,66
Freaky Friday,2003,6.20,70,124670,62
Matchstick Men,2003,7.30,61,123328,73
Charlie's Angels: Full Throttle,2003,4.90,48,120657,49
The Lord of the Rings: The Return of the King,2003,8.90,94,1633335,89
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.00,63,1011721,80
Kill Bill: Vol. 1,2003,8.10,69,994990,81
Finding Nemo,2003,8.10,90,944465,81
The Matrix Reloaded,2003,7.20,62,513383,72
Oldboy,2003,8.40,77,511989,84
X2: X-Men United,2003,7.40,68,509957,74
The Matrix Revolutions,2003,6.80,47,445936,68
Love Actually,2003,7.60,55,432432,76
Mystic River,2003,7.90,84,417378,79
Big Fish,2003,8.00,58,413795,80
Lost in Translation,2003,7.70,89,412435,77
The Last Samurai,2003,7.70,55,398368,77
Terminator 3: Rise of the Machines,2003,6.30,66,376167,63
Bruce Almighty,2003,6.80,46,370215,68
The Italian Job,2003,7.00,68,341303,70
School of Rock,2003,7.10,82,267263,71
Underworld,2003,7.00,42,252162,70
Hulk,2003,5.60,54,250987,56
2 Fast 2 Furious,2003,5.90,38,250036,59
Bad Boys II,2003,6.60,38,230753,66
Elf,2003,7.00,64,228992,70
Identity,2003,7.30,64,226227,73
21 Grams,2003,7.60,70,223742,76
Old School,2003,7.10,54,214729,71
How to Lose a Guy in 10 Days,2003,6.40,45,210020,64
Daredevil,2003,5.30,42,206061,53
Anger Management,2003,6.30,52,202492,63
Master and Commander: The Far Side of the World,2003,7.40,81,201143,74
American Wedding,2003,6.30,43,193935,63
The League of Extraordinary Gentlemen,2003,5.80,30,167563,58
Once Upon a Time in Mexico,2003,6.40,56,153275,64
Final Destination 2,2003,6.20,38,151736,62
Johnny English,2003,6.20,51,147885,62
Cold Mountain,2003,7.20,73,139472,72
Good Bye Lenin!,2003,7.70,68,137485,77
S.W.A.T.,2003,6.00,45,137307,60
Dogville,2003,8.00,60,137299,80
Scary Movie 3,2003,5.50,49,137057,55
Memories of Murder,2003,8.10,82,136938,81
Monster,2003,7.30,74,135694,73
Bad Santa,2003,7.00,70,135124,70
The Texas Chainsaw Massacre,2003,6.20,38,129814,62
Lara Croft Tomb Raider: The Cradle of Life,2003,5.60,43,129668,56
The Recruit,2003,6.60,56,128986,66
Freaky Friday,2003,6.20,70,124670,62
Matchstick Men,2003,7.30,61,123328,73
Charlie's Angels: Full Throttle,2003,4.90,48,120657,49
Eternal Sunshine of the Spotless Mind,2004,8.30,89,906954,83
Kill Bill: Vol. 2,2004,8.00,83,680271,80
The Incredibles,2004,8.00,90,653578,80
Million Dollar Baby,2004,8.10,86,632930,81
Harry Potter and the Prisoner of Azkaban,2004,7.90,82,548053,79
Spider-Man 2,2004,7.30,83,541343,73
The Notebook,2004,7.80,53,517546,78
Shaun of the Dead,2004,7.90,76,510012,79
"I, Robot",2004,7.10,59,497127,71
Troy,2004,7.30,56,486763,73
The Butterfly Effect,2004,7.60,30,449786,76
The Bourne Supremacy,2004,7.70,73,433149,77
Crash,2004,7.70,66,418402,77
Shrek 2,2004,7.20,75,417574,72
The Day After Tomorrow,2004,6.40,47,413660,64
The Terminal,2004,7.40,55,404390,74
Saw,2004,7.60,46,377638,76
Collateral,2004,7.50,71,358561,75
Ocean's Twelve,2004,6.50,58,357532,65
The Machinist,2004,7.70,61,356624,77
Hotel Rwanda,2004,8.10,79,333112,81
Mean Girls,2004,7.00,66,332734,70
The Aviator,2004,7.50,77,332464,75
Howl's Moving Castle,2004,8.20,80,330443,82
Downfall,2004,8.20,82,329804,82
Anchorman: The Legend of Ron Burgundy,2004,7.20,63,329176,72
Man on Fire,2004,7.70,47,328149,77
50 First Dates,2004,6.80,48,325669,68
Hellboy,2004,6.80,72,305424,68
National Treasure,2004,6.90,39,303026,69
Meet the Fockers,2004,6.30,41,251961,63
Van Helsing,2004,6.10,35,243499,61
The Village,2004,6.50,44,242014,65
Before Sunset,2004,8.10,90,234471,81
Dawn of the Dead,2004,7.30,59,233347,73
Dodgeball,2004,6.70,55,228463,67
The Passion of the Christ,2004,7.20,47,214390,72
The Chronicles of Riddick,2004,6.70,38,214002,67
Garden State,2004,7.40,67,206305,74
Closer,2004,7.20,65,202552,72
The Girl Next Door,2004,6.70,47,201002,67
Finding Neverland,2004,7.60,67,198187,76
Napoleon Dynamite,2004,6.90,64,197363,69
A Series of Unfortunate Events,2004,6.80,62,195571,68
EuroTrip,2004,6.60,45,194360,66
Resident Evil: Apocalypse,2004,6.20,35,185576,62
Alien vs. Predator,2004,5.60,29,184025,56
Secret Window,2004,6.60,46,181770,66
Eternal Sunshine of the Spotless Mind,2004,8.30,89,906954,83
Kill Bill: Vol. 2,2004,8.00,83,680271,80
The Incredibles,2004,8.00,90,653578,80
Million Dollar Baby,2004,8.10,86,632930,81
Harry Potter and the Prisoner of Azkaban,2004,7.90,82,548053,79
Spider-Man 2,2004,7.30,83,541343,73
The Notebook,2004,7.80,53,517546,78
Shaun of the Dead,2004,7.90,76,510012,79
"I, Robot",2004,7.10,59,497127,71
Troy,2004,7.30,56,486763,73
The Butterfly Effect,2004,7.60,30,449786,76
The Bourne Supremacy,2004,7.70,73,433149,77
Crash,2004,7.70,66,418402,77
Shrek 2,2004,7.20,75,417574,72
The Day After Tomorrow,2004,6.40,47,413660,64
The Terminal,2004,7.40,55,404390,74
Saw,2004,7.60,46,377638,76
Collateral,2004,7.50,71,358561,75
Ocean's Twelve,2004,6.50,58,357532,65
The Machinist,2004,7.70,61,356624,77
Hotel Rwanda,2004,8.10,79,333112,81
Mean Girls,2004,7.00,66,332734,70
The Aviator,2004,7.50,77,332464,75
Howl's Moving Castle,2004,8.20,80,330443,82
Downfall,2004,8.20,82,329804,82
Anchorman: The Legend of Ron Burgundy,2004,7.20,63,329176,72
Man on Fire,2004,7.70,47,328149,77
50 First Dates,2004,6.80,48,325669,68
Hellboy,2004,6.80,72,305424,68
National Treasure,2004,6.90,39,303026,69
Meet the Fockers,2004,6.30,41,251961,63
Van Helsing,2004,6.10,35,243499,61
The Village,2004,6.50,44,242014,65
Before Sunset,2004,8.10,90,234471,81
Dawn of the Dead,2004,7.30,59,233347,73
Dodgeball,2004,6.70,55,228463,67
The Passion of the Christ,2004,7.20,47,214390,72
The Chronicles of Riddick,2004,6.70,38,214002,67
Garden State,2004,7.40,67,206305,74
Closer,2004,7.20,65,202552,72
The Girl Next Door,2004,6.70,47,201002,67
Finding Neverland,2004,7.60,67,198187,76
Napoleon Dynamite,2004,6.90,64,197363,69
A Series of Unfortunate Events,2004,6.80,62,195571,68
EuroTrip,2004,6.60,45,194360,66
Resident Evil: Apocalypse,2004,6.20,35,185576,62
Alien vs. Predator,2004,5.60,29,184025,56
Secret Window,2004,6.60,46,181770,66
Eternal Sunshine of the Spotless Mind,2004,8.30,89,906954,83
Kill Bill: Vol. 2,2004,8.00,83,680271,80
The Incredibles,2004,8.00,90,653578,80
Million Dollar Baby,2004,8.10,86,632930,81
Harry Potter and the Prisoner of Azkaban,2004,7.90,82,548053,79
Spider-Man 2,2004,7.30,83,541343,73
The Notebook,2004,7.80,53,517546,78
Shaun of the Dead,2004,7.90,76,510012,79
"I, Robot",2004,7.10,59,497127,71
Troy,2004,7.30,56,486763,73
The Butterfly Effect,2004,7.60,30,449786,76
The Bourne Supremacy,2004,7.70,73,433149,77
Crash,2004,7.70,66,418402,77
Shrek 2,2004,7.20,75,417574,72
The Day After Tomorrow,2004,6.40,47,413660,64
The Terminal,2004,7.40,55,404390,74
Saw,2004,7.60,46,377638,76
Collateral,2004,7.50,71,358561,75
Ocean's Twelve,2004,6.50,58,357532,65
The Machinist,2004,7.70,61,356624,77
Hotel Rwanda,2004,8.10,79,333112,81
Mean Girls,2004,7.00,66,332734,70
The Aviator,2004,7.50,77,332464,75
Howl's Moving Castle,2004,8.20,80,330443,82
Downfall,2004,8.20,82,329804,82
Anchorman: The Legend of Ron Burgundy,2004,7.20,63,329176,72
Man on Fire,2004,7.70,47,328149,77
50 First Dates,2004,6.80,48,325669,68
Hellboy,2004,6.80,72,305424,68
National Treasure,2004,6.90,39,303026,69
Meet the Fockers,2004,6.30,41,251961,63
Van Helsing,2004,6.10,35,243499,61
The Village,2004,6.50,44,242014,65
Before Sunset,2004,8.10,90,234471,81
Dawn of the Dead,2004,7.30,59,233347,73
Dodgeball,2004,6.70,55,228463,67
The Passion of the Christ,2004,7.20,47,214390,72
The Chronicles of Riddick,2004,6.70,38,214002,67
Garden State,2004,7.40,67,206305,74
Closer,2004,7.20,65,202552,72
The Girl Next Door,2004,6.70,47,201002,67
Finding Neverland,2004,7.60,67,198187,76
Napoleon Dynamite,2004,6.90,64,197363,69
A Series of Unfortunate Events,2004,6.80,62,195571,68
EuroTrip,2004,6.60,45,194360,66
Resident Evil: Apocalypse,2004,6.20,35,185576,62
Alien vs. Predator,2004,5.60,29,184025,56
Secret Window,2004,6.60,46,181770,66
Eternal Sunshine of the Spotless Mind,2004,8.30,89,906954,83
Kill Bill: Vol. 2,2004,8.00,83,680271,80
The Incredibles,2004,8.00,90,653578,80
Million Dollar Baby,2004,8.10,86,632930,81
