book_id,isbn,authors,original_publication_year,original_title,language_code,rating,ratings_count
23398961,451470893,Karen   White,2015,,eng,3.98,9755
71622,446697435,Robert Hicks,2005,The Widow of the South,eng,3.75,12419
14060046,,Jennifer L. Armentrout,2013,,eng,4.15,19898
10790276,1414358466,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",2011,Courageous,,4.53,9409
6345760,763644102,"Kate DiCamillo, Yoko Tanaka",2009,The Magician's Elephant,eng,3.82,14726
31178,345477243,Anne Tyler,2001,Back When We Were Grownups,eng,3.51,13416
23289,097496090X,James Joyce,1914,The Dead,eng,4.09,11279
5607622,,"محمد المنسي قنديل, Mohamed Mansi Qandil",2004,قمر على سمرقند,ara,3.9,5070
16150996,,Aleatha Romig,2013,,eng,4.38,16329
7831742,1606840584,Bree Despain,2010,The Lost Saint,eng,4.04,15328
4946005,553807145,Dean Koontz,2009,Relentless,en-US,3.71,12416
73906,038070613X,Stephen R. Lawhead,1987,Taliesin. Book I of the Pendragon Cycle,eng,3.98,12435
13063,446695645,Carl Hiaasen,2002,,,3.81,11909
18323154,,حسن كمال,2013,المرحوم,ara,3.51,8937
92956,812532597,Orson Scott Card,1992,The Memory of Earth,eng,3.56,13107
6751356,006170654X,Dolen Perkins-Valdez,2009,Wench,en-US,3.68,12250
3556419,451412702,Karen Chance,2009,Curse the Dawn,eng,4.16,18032
26661,805423516,Beth Moore,2000,Praying God's Word: Breaking Free From Spiritual Strongholds,,4.45,9530
5946,679772669,Michael Ondaatje,1987,In the Skin of a Lion,,3.88,11289
22131009,,Jodi Picoult,2014,Where There's Smoke,en-US,3.56,7802
5559,5559608475,"Jack Welch, John A. Byrne, Mike Barnicle",2001,Jack: Straight from the Gut,eng,3.79,9781
30125,60256575,Shel Silverstein,1981,The Missing Piece Meets the Big O,en-US,4.32,9056
44559,60997028,"Milan Kundera, Aaron Asher",1969,Život je jinde,eng,3.95,8834
77477,345468694,Anna Quindlen,2002,Blessings,,3.56,12480
12900491,373776985,Gena Showalter,2012,Wicked Nights,eng,4.11,17942
11237412,,Pittacus Lore,2011,Six's Legacy,eng,4.08,13853
28760,886774012,Mercedes Lackey,1990,Magic's Promise,eng,4.2,16547
25773504,1250010136,Lisa Scottoline,2016,,eng,3.56,10007
10799881,545415071,Meg Cabot,2012,Underworld,eng,3.89,17878
3698601,1416575642,Mark Bittman,2008,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,,3.97,10408
60471,340752475,Rosamunde Pilcher,1995,Coming Home,eng,4.27,11355
133767,842332359,"Tim LaHaye, Jerry B. Jenkins",2004,Glorious Appearing: The End of Days,eng,3.96,10474
7824768,,خالد الباتلي,2010,ليتها تقرأ,ara,3.04,9807
16158527,399159312,John Sandford,2013,Silken Prey,eng,4.16,10456
13593555,399157700,John Sandford,2012,,eng,4.17,11286
251665,679759328,Anita Brookner,1984,Hotel du Lac,eng,3.56,11066
151926,452276721,Pat Barker,1995,The Ghost Road,en-US,4.11,11723
682793,553211587,Mark Twain,1893,The Tragedy of Puddn'head Wilson,eng,3.74,11014
208036,1888009039,"Aristotle, Joe Sachs",-330,τὰ μετὰ τὰ φυσικά,,4,10112
15793231,1250021529,Emily Murdoch,2013,If You Find Me,eng,4.06,13683
13065,044669570X,Carl Hiaasen,1991,Native Tongue,eng,3.94,10717
128940,312147015,Sandra Dallas,1995,The Persian Pickle Club,en-US,3.78,13732
6763961,373210043,Rachel Vincent,2009,My Soul to Save,en-US,3.98,18243
351023,141319623,Jill Murphy,,The Worst Witch,,3.94,13003
981463,689717385,"Cynthia Rylant, Stephen Gammell",1985,The Relatives Came,eng,4.2,13099
125502,340682388,Siri Hustvedt,2002,What I Loved,en-GB,4.02,9974
4212386,,Andrea Hirata,2008,Maryamah Karpov: Mimpi-mimpi Lintang,ind,3.6,8399
11133791,1416983309,Ellen Hopkins,2012,Tilt,eng,4.2,12141
2747288,345491149,Todd J. McCaffrey,2008,Dragonheart (Dragonriders of Pern),,4.14,10996
17569860,149033274X,J.C. Reed,2013,,eng,4.01,16089
7980,142401447,Brian Jacques,1996,The Pearls of Lutra,,3.99,15605
4224060,670020478,"Ken Robinson, Lou Aronica",2009,The Element: A New View of Human Capacity,eng,3.89,9074
24611425,670025771,Geraldine Brooks,2015,The Secret Chord,eng,3.55,9228
18752959,1484721349,Rick Riordan,2014,,eng,4.31,11947
17443673,1482658143,Amy Harmon,2013,A Different Blue,eng,4.22,14183
2159007,1416544186,Chuck Klosterman,2008,Downtown Owl,eng,3.53,9666
797094,345459210,William C. Dietz,2003,The Flood,en-US,3.69,9709
92846,345397673,Terry Brooks,2001,Antrax,eng,3.94,12947
676,375755195,Billy Collins,2001,Sailing Alone Around the Room: New and Selected Poems,eng,4.24,10999
12924253,62048546,Anna Carey,2012,Once,en-US,3.9,15315
17970255,,Samantha Young,2013,Into the Deep,eng,4.09,19288
61909,671876465,Lois McMaster Bujold,1994,Mirror Dance,en-US,4.32,14391
384457,312363044,"Jennifer Crusie, Bob Mayer",2007,Agnes and the Hitman,eng,3.93,15848
6493321,1596914521,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",2009,Logicomix: An Epic Search for Truth,en-US,4.01,11004
7992363,2246760011,Laurent Binet,2009,HHhH,fre,4.07,7765
22693222,62305190,Kate Andersen Brower,2015,The Residence: Inside the Private World of the White House,,3.75,8841
17455815,,Jennifer L. Armentrout,2014,Stone Cold Touch,eng,4.38,18262
16127237,345540875,Lori Nelson Spielman,2013,The Life List,eng,4.08,8301
11864728,61797081,Kelley Armstrong,2013,The Rising,eng,4.13,17452
80890,679417370,"Thomas Mann, John E. Woods, T.J. Reed",1901,Buddenbrooks: Verfall einer Familie,eng,4.13,12049
231560,1406507881,Anton Chekhov,1897,Дядя Ваня,eng,3.84,11418
10844125,031609739X,"James Patterson, Richard DiLallo",2011,The Christmas Wedding,eng,3.32,12736
18392,441010288,T.A. Barron,1996,The Lost Years of Merlin,eng,3.97,12146
6080889,778325644,Maria V. Snyder,2009,Storm Glass,eng,3.95,18218
11229,014118616X,"Iris Murdoch, Mary Kinzie",1978,"The Sea, the Sea",eng,3.9,10849
13417946,1475145578,Jamie McGuire,2011,,,4.17,15420
103815,689857977,Margaret Peterson Haddix,2005,"Among the Enemy (Shadow Children, #6)",en-US,4.16,14836
13502970,,Amy A. Bartol,2012,Incendiary,en-US,4.43,12468
769658,,L. Ron Hubbard,1982,Battlefield Earth: A Saga of the Year 3000,eng,3.49,11671
129565,670032085,Dave Ramsey,1992,Financial Peace Revisited,,4.31,10914
43352,671888587,Mary Higgins Clark,1993,I'll Be Seeing You,eng,3.79,13804
7521400,307461181,Carol Burnett,2010,,eng,4.05,10609
12349,140280464,Ruth Ozeki,1998,My Year of Meats,eng,3.93,10297
60925,446696161,Octavia E. Butler,2005,Fledgling,en-US,3.9,11792
11665750,,Kristen Ashley,2011,At Peace,en-GB,4.49,23308
401876,385337388,"Samuel Shem, John Updike",1978,The House of God,eng,3.95,8812
18045473,,"Ayşe Kulin, John W. Baker",2002,Nefes Nefese,eng,3.81,6870
22749539,439874025,Pam Muñoz Ryan,2015,Echo,eng,4.36,14864
428862,039953346X,Keri Smith,2007,Wreck This Journal,,4.19,10012
70561,60007761,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",1973,"Архипелаг ГУЛАГ, 1918-1956",eng,4.15,10693
270032,874778883,Heinrich Harrer,1952,Sieben Jahre in Tibet,,4.05,11283
6080420,307270742,J. Courtney Sullivan,2009,Commencement,en-US,3.36,12653
592089,439395623,Suzanne Weyn,2004,The Bar Code Tattoo (Point Thriller),eng,3.55,14037
8158992,1451649916,Kresley Cole,2013,MacRieve,eng,4.3,17488
8105569,446546313,Larry Levin,2009,Oogy: The Dog Only a Family Could Love,en-GB,4.04,10273
36064,037572737X,James Ellroy,1995,American Tabloid,eng,4.21,10193
7124101,1442408626,Thomas E. Sniegoski,2010,"The Fallen and Leviathan (The Fallen, #1-2)",eng,3.74,13676
20082,345419391,Anne McCaffrey,1989,The Renegades of Pern,,3.84,14387
2530,156005204,"José Saramago, Giovanni Pontiero",1982,Memorial do Convento,eng,3.9,5321
153136,688044026,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",1988,The Cake Bible,,4.2,9412
23507745,1484709012,Robert  Beatty,2015,Serafina and the Black Cloak,eng,3.9,12256
599090,1857239407,"Alan Dean Foster, George Lucas",1976,Star Wars: From the Adventures of Luke Skywalker,eng,4.07,10647
6021523,345498208,Nancy Thayer,2009,Summer House,eng,3.91,11460
331695,1592400825,Sarah Turnbull,2003,Almost French: Love and a New Life in Paris,,3.68,10668
71458,,Amélie Nothomb,1999,Stupeur et tremblements,fre,3.72,9448
43797,345476867,Anne Rice,1998,Pandora / Vittorio the Vampire (New Tales of the Vampires),,4.03,10977
9266769,61728934,Candace Bushnell,2011,Summer and the City,en-US,3.63,11366
142545,1410400964,Jeffery Deaver,2002,The Stone Monkey,eng,3.94,11769
210243,042520426X,J.D. Robb,2005,Origin in Death,eng,4.34,16775
148769,689849230,Angela Johnson,2003,The First Part Last,eng,3.96,12689
7783191,307459659,"Christopher Chabris, Daniel Simons",2010,The Invisible Gorilla,eng,3.88,10080
84842,055358359X,Tami Hoag,2006,Prior Bad Acts,eng,4.07,11454
608906,61131644,Erin Hunter,2007,Firestar's Quest,eng,4.32,14773
1833852,385521723,Steve Toltz,2008,A Fraction of the Whole,,4.06,7646
13531024,763655996,Jon Klassen,2012,This is Not My Hat,eng,4.23,14779
4924862,761147489,Ramit Sethi,2009,I Will Teach You To Be Rich,eng,4.04,10209
23197346,446580856,Nelson DeMille,2015,Radiant Angel,eng,3.84,6590
29103028,,Jeff Wheeler,2016,The Queen's Poisoner,en-GB,4.07,14126
11436,84386874,"Karen Kingsbury, Gary Smalley",2004,Rejoice,eng,4.45,11013
8492907,385530803,Michio Kaku,2011,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100 ,eng,3.98,10159
13597723,1423168232,Jennifer Lynn Barnes,2013,The Naturals,eng,4.16,16704
87425,1405208198,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1960,,eng,4.2,10146
39798,99459051,"Henning Mankell, Ebba Segerberg",1997,Brandvägg,eng,3.95,10138
2073686,081099478X,"Michael Buckley, Peter Ferguson",2008,Tales From the Hood,en-US,4.29,15020
844051,316611689,"Charles Bernard Nordhoff, James Norman Hall",1932,Mutiny on the Bounty,en-US,3.97,11746
1015311,1931514941,Ken Akamatsu,1999,ラブひな #1,eng,3.73,10926
19049,075730334X,"William Arntz, Betsy Chasse, Mark Vicente",2005,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,,4.25,9759
15954540,1612187005,Jeff Wheeler,2011,The Wretched of Muirwood,eng,3.97,6029
891812,380753022,Johanna Lindsey,1990,Gentle Rogue,en-US,4.23,15496
22886868,62429973,Terry Pratchett,2015,The Shepherd's Crown,eng,4.34,9134
54620,192805622,"Elizabeth Gaskell, Shirley Foster",1848,Mary Barton,eng,3.7,11742
115476,486424529,Joseph Conrad,1904,Nostromo: a Tale of the Seaboard,eng,3.81,11478
13333093,758278438,Ellen Marie Wiseman,2012,The Plum Tree,eng,4.02,8479
13621,1421506289,"Tsugumi Ohba, Takeshi Obata",2005,デスノート #7 (Desu Nōto) Zero (零),,4.41,14480
4345290,980003431,Michael J. Sullivan,2008,The Crown Conspiracy,eng,4.15,12198
15767586,1250029880,Sherrilyn Kenyon,2013,Styxx,eng,4.58,14344
59142,019280474X,"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",1833,Eugénie Grandet,eng,3.79,11028
19552,039458404X,"Marcella Hazan, Karin Kretschmann",1992,Essentials of Classic Italian Cooking,,4.26,10729
82991,312340710,"Arnaldur Indriðason, Bernard Scudder",2001,Grafarþögn,eng,3.94,8918
11387392,803737203,Jess Rothenberg,2012,The Catastrophic History of You and Me,en-US,4.04,12890
7906105,805090053,April Henry,2010,"Girl, Stolen",eng,3.99,13108
1211904,1590388003,Obert Skye,2007,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",eng,3.97,11192
25624089,,"Bill O'Reilly, Martin Dugard",2015,Killing Reagan,eng,4.08,9794
8046680,1935618040,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",2011,The girl who was on fire,en-US,4.28,10189
394683,006444001X,"Russell Hoban, Lillian Hoban",1970,A Bargain for Frances,eng,4.25,13135
15806231,399158820,J.D. Robb,2013,Calculated in Death,eng,4.23,12807
22929741,1555977073,Maggie Nelson,2015,The Argonauts,eng,3.99,11925
502295,316005274,"Jann S. Wenner, Corey Seymour",2007,Gonzo: The Life of Hunter S. Thompson,en-US,4.07,9915
25664459,374106681,Dominic Smith,2016,The Last Painting of Sara de Vos,eng,3.83,12029
29925715,,Louise Jensen,2016,The Sister,eng,3.77,11603
10421530,758266944,Jennifer Estep,2011,Kiss of Frost,,4.05,18386
920780,439050235,David Shannon,2002,Duck On A Bike,eng,4.06,12461
10518423,1401341705,Margaret Leroy,2011,The Collaborator,en-US,3.88,11421
17667561,,Jennifer A. Nielsen,2014,The Shadow Throne,eng,4.23,15731
432,140097317,Paul Auster,1985,City of Glass,eng,3.81,10157
87264,850515025,Machado de Assis,1880,Memórias Póstumas de Brás Cubas,por,4.23,8306
7264206,61160881,Elizabeth  George,2010,This Body of Death,en-US,4.01,12396
773514,553262149,L.M. Montgomery,1925,Emily Climbs,eng,4.14,15498
2152871,446500046,Jacqueline Carey,2001,Kushiel's Mercy,en-US,4.3,13337
39933,006000942X,Thomas C. Foster,2003,,en-US,3.63,12467
12040447,765332000,Orson Scott Card,2011,Shadows in Flight,en-GB,3.76,11464
20705702,62289241,Ilona Andrews,2014,Burn For Me,eng,4.34,17853
1689469,743281640,Robert Crais,2008,Chasing Darkness,en-US,4.18,11070
301023,810987880,Lauren Myracle,2004,"ttyl (Internet Girls, #1)",en-US,3.46,14505
34548,312291450,Bruce Campbell,2001,If Chins Could Kill: Confessions of a B Movie Actor,,3.99,11853
1898916,1421515636,"Matsuri Hino, Tomo Kimura",2006,ヴァンパイア騎士 4,eng,4.31,13515
1821187,3499237709,"Denis Johnson, Bettina Abarbanell",2002,Train Dreams,ger,3.89,4886
16248196,62219685,Rolf Dobelli,2011,Die Kunst des klaren Denkens,,3.79,8367
1296415,152002650,Ellen Stoll Walsh,1989,Mouse Paint,eng,4.15,12839
13601550,,L.D. Davis,2012,,eng,3.94,16958
901680,3822859710,Ulrich Bischoff,1990,Edvard Munch,,4.07,8308
48697,631227083,"Charles Harrison, Paul Wood",2002,"Art in Theory, 1900-2000: An Anthology of Changing Ideas",en-US,3.94,7861
9677870,811879542,"Hervé Tullet, Christopher Franceschelli",2010,Un livre,en-US,4.44,15315
828483,340894334,Robert Muchamore,2005,The Killing (Cherub #4),eng,4.12,11584
43929,752849190,Harlan Coben,1999,Darkest Fear,eng,4.03,10955
724371,192723715,"Alfred Tennyson, Charles Keeping",1833,The Lady of Shalott,en-US,4.17,14848
95661,689875460,Lisi Harrison,2005,"Revenge of the Wannabes (The Clique, #3)",,3.76,12935
80449,019283617X,"Friedrich Nietzsche, Douglas Smith",1887,Zur Genealogie der Moral,,4.1,9214
133017,1563890526,"Jamie Delano, John Ridgway, Alfredo Alcalá",1988,"John Constantine, Hellblazer: Volume 1: Original Sins",eng,4.1,12881
10604115,1401341764,"Jane Lynch, Lisa Dickey",2011,,,3.69,10824
25451852,,Jonathan Renshaw,2015,Dawn of Wonder,eng,4.36,12166
13007638,749955910,J.D. Robb,2012,Celebrity in Death,eng,4.28,13182
21394850,,سلطان موسى الموسى,2014,,ara,3.99,9612
62032,1585678449,"Walter Moers, John Brownjohn",1999,Die 13½ Leben des Käpt'n Blaubär ,eng,4.2,10560
530793,140132937,Antonia Fraser,1992,The Wives of Henry VIII,,4.15,13159
10659536,61998168,Shel Silverstein,2011,Every Thing On It,,4.39,11547
489972,394839730,Raymond Briggs,1978,The Snowman,eng,4.28,13496
18655937,62333046,Jay Crownover,2014,,,4.21,21213
13363270,,Quinn Loftis,2012,Just One Drop,en-GB,4.48,15606
61665,345379187,"Carl Sagan, Ann Druyan",1997,Billions and Billions: Thoughts on Life and Death at the Brink of the Millennium,,4.26,10690
6433836,399155988,John Sandford,2009,Rough Country,en-US,4.15,12594
46917,449911934,John Updike,1971,Rabbit Redux,eng,3.79,11051
78408,60562250,Lemony Snicket,2002,Lemony Snicket: The Unauthorized Autobiography,,3.72,14205
194618,330344951,Winston Graham,1945,Ross Poldark,eng,4.11,5990
25663888,1250067847,Gregg Hurwitz,2016,Orphan X,eng,4.08,10320
11757975,,Bella Andre,2011,The Look of Love,eng,3.87,18776
7940591,1587672286,Stephen King,2010,Blockade Billy,eng,3.4,12179
31271,752858637,Robert Ludlum,1973,The Matlock Paper,eng,3.86,11118
736376,1565125525,Roland Merullo,2007,Breakfast with Buddha,en-US,3.82,8634
29022,140449213,"Suetonius, Michael Grant, Robert Graves",119,De vita Caesarum ,eng,4.05,11283
18039755,1627761314,"Ibraheem Abbas, إبراهيم عباس, Yasser Bahjatt",2013,حوجن,ara,3.75,10203
360562,140294295,Bernard Cornwell,1988,Sharpe's Rifles,eng,4.21,10342
192214,345479335,R.A. Salvatore,1999,"Vector Prime (Star Wars: The New Jedi Order, #1)",eng,3.79,10769
24767,60519568,Scott Westerfeld,2005,"Touching Darkness (Midnighters, #2)",en-US,3.89,16168
3545387,1416593381,Lisa Lutz,2009,Revenge of the Spellmans,en-US,4.14,14258
15811520,1594205345,Charlie LeDuff,2013,,eng,3.95,9860
93575,61043494,Dorothy L. Sayers,1935,Gaudy Night,eng,4.26,14750
17158532,174348495X,C.S. Pacat,2016,Kings Rising,eng,4.5,14210
18129852,,"Penelope Douglas, Abby Craden, Nelson Hobbs",2014,Rival,eng,4.16,21940
287861,60082097,Philip Reeve,2001,Mortal Engines,eng,3.98,12868
10399742,1846058317,"James Patterson, Mark Pearson",2011,Private London,eng,3.75,9922
6659254,451463072,Faith Hunter,2010,Blood Cross,eng,4.13,16307
204479,,Gemma Halliday,2006,Spying in High Heels,eng,3.67,11034
776159,394758250,Raymond Chandler,1943,The Lady in the Lake,eng,4.07,11613
232958,439673631,"Bernadette Rossetti-Shustak, Caroline Jayne Church",2005,I Love You Through And Through,,4.39,10808
22571612,525954562,Lisa Gardner,2015,,eng,4,8644
616318,1401211038,"Jim Krueger, Alex Ross, Doug Braithwaite",2006,,eng,4.14,10232
10084,886778441,Tad Williams,1998,River of Blue Fire,eng,4,12015
295169,786814179,"William Nicholson, Peter Sís",2000,The Wind Singer,eng,3.84,12654
93436,156031612,Scarlett Thomas,2006,The End of Mr. Y.,en-US,3.79,7920
587638,345501748,"Michael Chabon, Gary Gianni",2007,Gentlemen of the Road,eng,3.42,10440
9476510,316043001,"James Andrew Miller, Tom Shales",2011,Those Guys Have All the Fun: Inside the World of ESPN,en-US,3.69,9413
129984,743484258,Daniel Wallace,1998,Big Fish: A Novel of Mythic Proportions,en-GB,3.64,11526
17936925,425266869,Tammara Webber,2014,Breakable,eng,4.06,17319
15818333,62209841,Lisa O'Donnell,2012,The Death of Bees,eng,3.81,11530
531421,076790284X,Frances Mayes,1999,Bella Tuscany,,3.74,10773
9526658,451236718,Rachel Caine,2012,Black Dawn,eng,4.26,14778
9670094,62007289,"Tim Tebow, Nathan Whitaker",2011,,en-US,3.92,8727
60932,446610380,Octavia E. Butler,1998,Parable of the Talents,eng,4.21,10500
16164271,1613778538,"Joe Hill, Gabriel Rodríguez",2014,"Locke & Key, Vol. 6: Alpha & Omega",eng,4.5,14363
56674,,J.G. Ballard,1984,Empire of the Sun,,3.98,11185
1034605,307020754,"Patricia M. Scarry, Richard Scarry",1961,"The Country Mouse and the City Mouse, The Dog and His Bone, The Fox and the Crow (A Little Golden Book)",,4.28,11493
28239,618446877,Paul Theroux,2002,Dark Star Safari ,en-US,3.96,9662
653711,345327861,Anne McCaffrey,1982,Crystal Singer,en-US,4.07,14864
13546173,,Sarah J. Maas,2012,The Assassin and the Underworld,eng,4.37,17008
2865944,60283246,"Laura Joffe Numeroff, Felicia Bond",2008,If You Give a Cat a Cupcake,,4.2,11948
11099729,034551128X,James Luceno,2012,Star Wars: Darth Plagueis,eng,4.07,9052
26072609,006245496X,"Anderson Cooper, Gloria Vanderbilt",2016,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss",eng,3.79,10758
23208397,316261246,Ben H. Winters,2016,Underground Airlines,eng,3.88,9728
644655,312359667,Ann Cleeves,2006,Raven Black,en-US,3.85,10617
12019355,1250002826,Sherrilyn Kenyon,2012,Infamous,,4.36,8185
792938,440220424,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",1993,Having Our Say: The Delany Sisters' First 100 Years,en-US,4.14,11668
1862313,374299250,Richard Price,2008,Lush Life,eng,3.69,9478
152662,671038540,Peter Hedges,1991,What's Eating Gilbert Grape,eng,4.1,11352
15723286,,Gail Carriger,2013,Curtsies & Conspiracies,eng,4.11,15078
22551743,385342942,Annie Barrows,2015,,eng,3.75,9815
11432,842386882,"Karen Kingsbury, Gary Smalley",2004,Reunion,en-US,4.49,11105
16256,055299877X,Armistead Maupin,1980,More Tales of the City,en-GB,4.18,9799
110871,140449442,"Émile Zola, Robin Buss",1867,Thérèse Raquin,eng,3.71,10734
10209997,307394999,Chris Bohjalian,2011,,eng,3.16,12907
17557143,,J.S. Scott,2013,The Billionaire's Obsession ~ Simon,eng,4,7492
28965131,125011117X,Sarah Pinborough,2017,Behind Her Eyes,eng,3.77,17944
129798,486437507,"Robert W. Chambers, E.F. Bleiler",1895,The King in Yellow,eng,3.57,5719
77427,393307611,Patrick O'Brian,1973,H.M.S. Surprise ,eng,4.42,10513
665,451163931,"Ayn Rand, Nathaniel Branden",1961,The Virtue of Selfishness: A New Concept of Egoism,eng,3.47,10198
2449962,778325504,Debbie Macomber,2008,Twenty Wishes,eng,4.16,12324
3479967,670020575,Joseph Boyden,2008,Through Black Spruce,en-US,4.11,10305
6928893,312571259,Susan  Wilson,2010,One Good Dog,en-US,4.07,10379
15050,802135781,Jeanette Winterson,1989,Sexing the Cherry,eng,3.83,10450
6674372,312576986,Randy Susan Meyers,2009,The Murderer's Daughters,en-US,3.68,10567
1158706,399154701,J.D. Robb,2008,Strangers in Death ,eng,4.29,15651
10929432,1423157311,Victoria Schwab,2013,The Archived,eng,4.02,16580
251446,802130917,David Mamet,1983,Glengarry Glen Ross,eng,3.95,11636
10506,156030373,Umberto Eco,1994,L'isola del giorno prima,,3.43,9723
25332115,1250077699,Ruth Wariner,2016,The Sound of Gravel,eng,4.15,12045
194870,072324734X,Beatrix Potter,1982,The Complete Adventures of Peter Rabbit,eng,4.46,13271
1275105,606300538,Charles M. Schulz,1965,A Charlie Brown Christmas ,,4.48,11639
280958,9509051373,Frank Miller,1991,,,4.21,9115
3115070,425223256,Nalini Singh,2008,Hostage to Pleasure,en-US,4.22,19705
385255,743254430,Adrian Nicole LeBlanc,2003,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",en-US,4.23,9053
42641,735102864,"Leo Tolstoy, Louise Maude, Aylmer Maude",1899,Воскресение,eng,4.1,9482
8643407,1439134340,Larry Correia,2011,Hard Magic,eng,4.13,10808
6878614,1847376177,John Sandford,2010,Storm Prey,,4.15,11566
214333,310240506,Lee Strobel,2004,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,,4.1,9216
11737387,1937007294,Benedict Jacka,2012,Fated,eng,3.89,12609
16077150,755358783,Maggie O'Farrell,2013,Instructions for a Heatwave,en-GB,3.62,9071
12022496,345505719,Jonathan Kellerman,2012,Victims,eng,3.94,10482
21530229,345543122,"Janet Evanovich, Lee Goldberg",2014,,eng,3.95,11337
25222064,1419717014,Jeff Kinney,2015,Old School,eng,4.28,11836
31194270,,Victoria Helen Stone,2016,"Evelyn, After",en-CA,3.64,9255
751635,786813075,Sharon G. Flake,1998,The Skin I'm In,eng,4.13,9634
16065538,006178480X,James Rollins,2013,The Eye of God: A Sigma Force Novel,eng,4.11,9389
28922,571225365,Kazuo Ishiguro,1986,An Artist of the Floating World,eng,3.72,10430
1528410,802118585,"Pascal Mercier, Barbara Harshav",2004,Nachtzug nach Lissabon,eng,3.7,7838
18052985,62240196,Tessa Dare,2014,Romancing the Duke,eng,3.91,15558
25176,451410815,Martha Grimes,1981,"The Man With a Load of Mischief (Richard Jury Mystery, #1)",eng,4.01,11947
11714997,1463756976,Jessica Sorensen,2011,The Underworld,eng,4.12,11604
2372,743262131,David McCullough,1977,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",eng,4.19,9349
26116430,62277022,Louise Erdrich,2016,LaRose,eng,3.86,9136
17978144,1620402750,Lucie Whitehouse,2014,Before we met,eng,3.43,7826
2187270,61256684,"The Waiter, Steve Dublanica",2008,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,eng,3.49,10341
15728721,385366434,Kevin Hearne,2012,Two Ravens and One Crow,eng,4.2,11562
296264,543896609,Robert Louis Stevenson,1888,The Black Arrow: A Tale of the Two Roses,eng,3.81,12298
7997069,399157239,"Tom Clancy, Grant Blackwood",2010,Dead or Alive,eng,3.79,10644
563458,671729403,V.C. Andrews,1984,"Fallen Hearts (Casteel, #3)",eng,3.89,12450
185289,756403014,Melanie Rawn,1985,Dragon Prince,eng,3.94,12739
7099389,1439156336,Jeffery Deaver,2010,The Burning Wire,en-US,4.04,11376
166101,316899984,Breena Clarke,1999,"River, Cross My Heart",eng,3.47,11642
109499,802472966,"Nancy Leigh DeMoss, Elisabeth Elliot",2000,Lies Women Believe: And the Truth that Sets Them Free,eng,4.1,9714
194808,968709184,Jack London,1903,To Build a Fire,eng,3.92,12133
95659,316701343,Lisi Harrison,2005,Invasion of the Boy Snatchers,,3.79,13093
4660,345417968,John Irving,1974,The 158-Pound Marriage,en-US,3.22,10532
6150530,1401322905,Chris Anderson,2009,Free: The Future of a Radical Price,en-US,3.83,10607
769712,156097432X,"Joe Sacco, Edward Said",1996,Palestine,eng,4.2,9823
198511,452275040,"Vincent van Gogh, Irving Stone, Jean   Stone",1937,Dear Theo: The Letters of Vincent Van Gogh,en-US,4.09,9121
15732712,7350481,Cecelia Ahern,2012,One Hundred Names,eng,3.75,10994
78960,1419122126,Louisa May Alcott,1868,Good Wives,,3.92,13964
16248223,62227327,Yangsze Choo,2013,The Ghost Bride,eng,3.74,11645
34941,99409968,"Terry Brooks, George Lucas",1999,The Phantom Menace,eng,3.55,11602
13096848,1595828753,"Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko",2012,,eng,4.43,12220
23844390,,Karina Halle,2014,,eng,3.91,13354
266765,552551317,Jacqueline Wilson,1997,Girls in Love,eng,3.53,11953
294613,64440516,"Else Holmelund Minarik, Maurice Sendak",1960,Little Bear's Friend,,4.3,12446
254799,743235274,Twyla Tharp,2003,The Creative Habit: Learn It and Use It for Life,eng,4,12838
3243517,,"Mourid Barghouti, مريد البرغوثي",1997, رأيت رام الله,ara,4.15,8602
10429025,61990655,Jocelyn Davies,2011,A Beautiful Dark ,en-US,3.9,16529
18889,788720392,"Marion Zimmer Bradley, Diana L. Paxson",1996,Lady of Avalon,eng,3.88,12663
15985392,399160450,"Tom Clancy, Mark Greaney",2012,Threat Vector,en-US,4.1,8320
829313,671725823,"Miles Davis, Quincy Troupe",1989,Miles: The Autobiography,en-US,4.18,8827
